6.473214285714286309e-02,9.247448979591836593e-03,4.145408163265306388e-03,8.928571428571428076e-03,3.093112244897959148e-02,7.745535714285713969e-01,5.165816326530612429e-02,1.084183673469387744e-02,9.247448979591836593e-03,3.571428571428571230e-02
2.576530612244897767e-01,3.507653061224489787e-03,1.275510204081632551e-03,3.507653061224489787e-03,1.690051020408163407e-02,4.633290816326530726e-01,8.673469387755101956e-02,1.977040816326530726e-02,2.040816326530612082e-02,1.269132653061224580e-01
1.020408163265306041e-02,6.696428571428571057e-03,5.739795918367347240e-03,6.696428571428571057e-03,1.849489795918367319e-02,8.896683673469387710e-01,2.901785714285714385e-02,8.609693877551019559e-03,4.464285714285714038e-03,2.040816326530612082e-02
2.551020408163265103e-03,2.551020408163265103e-03,1.913265306122448935e-03,3.826530612244897871e-03,1.307397959183673533e-02,9.339923469387755306e-01,2.072704081632652934e-02,4.464285714285714038e-03,5.739795918367347240e-03,1.116071428571428596e-02
7.780612244897959495e-02,1.211734693877550978e-02,3.188775510204081703e-03,4.145408163265306388e-03,2.838010204081632681e-02,7.487244897959183243e-01,7.047193877551020946e-02,1.179846938775510126e-02,5.739795918367347240e-03,3.762755102040816341e-02
2.981505102040816202e-01,2.232142857142857019e-03,9.566326530612244677e-04,9.566326530612244677e-04,8.290816326530612776e-03,4.298469387755102233e-01,8.290816326530611735e-02,2.423469387755101956e-02,1.977040816326530726e-02,1.326530612244898044e-01
8.609693877551019559e-03,8.928571428571428076e-03,6.058673469387754890e-03,5.739795918367347240e-03,1.498724489795918297e-02,8.855229591836735192e-01,3.475765306122449022e-02,6.696428571428571057e-03,9.885204081632653628e-03,1.881377551020408170e-02
3.507653061224489787e-03,3.188775510204081703e-03,1.913265306122448935e-03,2.551020408163265103e-03,7.015306122448979574e-03,9.406887755102041337e-01,2.551020408163265363e-02,4.145408163265306388e-03,4.145408163265306388e-03,7.334183673469388091e-03
6.792091836734694132e-02,3.826530612244897871e-03,3.188775510204081703e-03,6.377551020408163407e-03,3.284438775510203912e-02,7.672193877551020114e-01,6.568877551020407823e-02,8.609693877551019559e-03,1.147959183673469448e-02,3.284438775510203912e-02
3.099489795918367596e-01,2.869897959183673620e-03,9.566326530612244677e-04,2.869897959183673620e-03,7.971938775510204259e-03,3.998724489795918435e-01,9.247448979591836593e-02,2.423469387755101956e-02,2.646683673469387918e-02,1.323341836734693855e-01
6.696428571428571057e-03,5.739795918367347240e-03,1.913265306122448935e-03,7.334183673469388091e-03,2.455357142857142808e-02,8.998724489795918435e-01,2.423469387755101956e-02,8.609693877551019559e-03,6.377551020408163407e-03,1.466836734693877618e-02
1.275510204081632551e-03,3.188775510204081378e-04,0.000000000000000000e+00,6.377551020408162756e-04,1.052295918367346893e-02,9.499362244897958663e-01,2.295918367346938896e-02,6.058673469387754890e-03,2.232142857142857019e-03,6.058673469387754890e-03
6.855867346938775142e-02,7.334183673469388091e-03,6.696428571428571057e-03,6.696428571428571057e-03,2.391581632653061104e-02,7.809311224489795533e-01,6.281887755102040505e-02,7.653061224489795741e-03,8.290816326530612776e-03,2.710459183673469274e-02
2.857142857142856984e-01,2.232142857142857019e-03,1.275510204081632551e-03,1.275510204081632551e-03,7.015306122448979574e-03,4.725765306122449161e-01,7.429846938775509779e-02,2.040816326530612082e-02,2.008928571428571577e-02,1.151147959183673464e-01
1.179846938775510126e-02,7.334183673469388091e-03,4.145408163265306388e-03,5.102040816326530205e-03,2.582908163265306214e-02,8.925382653061224580e-01,2.391581632653061104e-02,7.334183673469388091e-03,5.739795918367347240e-03,1.626275510204081703e-02
1.913265306122448935e-03,9.566326530612244677e-04,6.377551020408162756e-04,2.551020408163265103e-03,7.334183673469388091e-03,9.505739795918367596e-01,2.264030612244898044e-02,3.507653061224489787e-03,3.507653061224489787e-03,6.377551020408163407e-03
7.971938775510203912e-02,1.052295918367346893e-02,9.566326530612245110e-03,7.015306122448979574e-03,2.678571428571428423e-02,7.579719387755101678e-01,6.377551020408163407e-02,6.696428571428571057e-03,5.420918367346938722e-03,3.252551020408163407e-02
2.885841836734693855e-01,9.566326530612244677e-04,6.377551020408162756e-04,6.377551020408162756e-04,6.696428571428571057e-03,4.929846938775510057e-01,6.951530612244898044e-02,1.658163265306122555e-02,1.179846938775510126e-02,1.116071428571428631e-01
7.971938775510204259e-03,6.377551020408163407e-03,5.102040816326530205e-03,6.696428571428571057e-03,1.658163265306122555e-02,9.052933673469387710e-01,2.264030612244898044e-02,7.334183673469388091e-03,7.653061224489795741e-03,1.434948979591836767e-02
6.377551020408162756e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,9.559948979591836871e-01,2.359693877551020252e-02,4.145408163265306388e-03,5.102040816326530205e-03,7.334183673469388091e-03
8.067602040816326814e-02,8.290816326530612776e-03,9.566326530612245110e-03,5.102040816326530205e-03,3.475765306122449022e-02,7.410714285714286031e-01,6.792091836734694132e-02,1.116071428571428596e-02,9.566326530612245110e-03,3.188775510204081703e-02
2.828443877551020669e-01,1.913265306122448935e-03,9.566326530612244677e-04,1.275510204081632551e-03,7.015306122448979574e-03,4.897959183673469274e-01,6.441326530612244416e-02,1.658163265306122555e-02,1.530612244897959148e-02,1.198979591836734637e-01
7.015306122448979574e-03,5.420918367346938722e-03,2.232142857142857019e-03,3.507653061224489787e-03,1.403061224489795915e-02,9.110331632653061451e-01,2.806122448979591830e-02,6.696428571428571057e-03,8.609693877551019559e-03,1.339285714285714211e-02
0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,3.188775510204081703e-03,9.604591836734693855e-01,2.040816326530612082e-02,6.058673469387754890e-03,3.826530612244897871e-03,5.739795918367347240e-03
8.769132653061224858e-02,6.377551020408163407e-03,1.084183673469387744e-02,1.243622448979591830e-02,2.487244897959183659e-02,7.264030612244898322e-01,7.334183673469388265e-02,1.434948979591836767e-02,1.243622448979591830e-02,3.125000000000000000e-02
2.614795918367346927e-01,2.869897959183673620e-03,0.000000000000000000e+00,3.507653061224489787e-03,4.464285714285714038e-03,5.054209183673469274e-01,8.099489795918367319e-02,1.530612244897959148e-02,1.466836734693877618e-02,1.112882653061224442e-01
4.464285714285714038e-03,4.783163265306122555e-03,4.145408163265306388e-03,4.783163265306122555e-03,1.913265306122449022e-02,9.212372448979592177e-01,1.849489795918367319e-02,7.015306122448979574e-03,3.826530612244897871e-03,1.211734693877550978e-02
6.377551020408162756e-04,3.188775510204081378e-04,1.913265306122448935e-03,0.000000000000000000e+00,2.551020408163265103e-03,9.604591836734693855e-01,2.200255102040816341e-02,4.145408163265306388e-03,3.507653061224489787e-03,4.464285714285714038e-03
9.693877551020407823e-02,5.739795918367347240e-03,4.464285714285714038e-03,9.566326530612245110e-03,2.774234693877550978e-02,7.385204081632652517e-01,6.505102040816326814e-02,1.403061224489795915e-02,1.084183673469387744e-02,2.710459183673469274e-02
2.678571428571428492e-01,3.188775510204081378e-04,0.000000000000000000e+00,9.566326530612244677e-04,5.420918367346938722e-03,5.086096938775510612e-01,6.823979591836734637e-02,1.434948979591836767e-02,1.498724489795918297e-02,1.192602040816326536e-01
7.971938775510204259e-03,4.464285714285714038e-03,2.869897959183673620e-03,7.015306122448979574e-03,1.084183673469387744e-02,9.311224489795918435e-01,1.626275510204081703e-02,7.334183673469388091e-03,2.551020408163265103e-03,9.566326530612245110e-03
6.377551020408162756e-04,6.377551020408162756e-04,6.377551020408162756e-04,3.188775510204081378e-04,5.102040816326530205e-03,9.623724489795918435e-01,1.881377551020408170e-02,5.102040816326530205e-03,3.188775510204081703e-03,3.188775510204081703e-03
1.014030612244897905e-01,5.420918367346938722e-03,5.420918367346938722e-03,8.928571428571428076e-03,2.838010204081632681e-02,6.992984693877550839e-01,8.928571428571428770e-02,1.179846938775510126e-02,1.275510204081632681e-02,3.730867346938775836e-02
2.624362244897959218e-01,1.594387755102040852e-03,6.377551020408162756e-04,2.232142857142857019e-03,2.232142857142857019e-03,5.213647959183673741e-01,6.696428571428571230e-02,1.371173469387755063e-02,1.658163265306122555e-02,1.122448979591836732e-01
6.058673469387754890e-03,3.826530612244897871e-03,4.783163265306122555e-03,5.102040816326530205e-03,1.466836734693877618e-02,9.272959183673469274e-01,1.817602040816326467e-02,7.334183673469388091e-03,4.464285714285714038e-03,8.290816326530612776e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.566326530612244677e-04,4.464285714285714038e-03,9.636479591836735192e-01,2.008928571428571577e-02,5.102040816326530205e-03,2.869897959183673620e-03,2.869897959183673620e-03
8.928571428571428770e-02,3.826530612244897871e-03,2.869897959183673620e-03,7.653061224489795741e-03,2.678571428571428423e-02,7.455357142857143016e-01,6.855867346938775142e-02,1.052295918367346893e-02,1.466836734693877618e-02,3.029336734693877445e-02
2.439413265306122347e-01,1.913265306122448935e-03,1.913265306122448935e-03,6.377551020408162756e-04,3.188775510204081703e-03,5.258290816326530726e-01,8.386479591836734637e-02,1.562500000000000000e-02,1.466836734693877618e-02,1.084183673469387710e-01
8.290816326530612776e-03,5.102040816326530205e-03,5.739795918367347240e-03,5.102040816326530205e-03,1.466836734693877618e-02,9.339923469387755306e-01,1.498724489795918297e-02,3.188775510204081703e-03,2.232142857142857019e-03,6.696428571428571057e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.566326530612244677e-04,3.188775510204081703e-03,9.677933673469387710e-01,1.977040816326530726e-02,4.145408163265306388e-03,1.275510204081632551e-03,2.869897959183673620e-03
1.202168367346938826e-01,1.594387755102040852e-03,4.145408163265306388e-03,1.626275510204081703e-02,3.380102040816326814e-02,6.862244897959183243e-01,8.960459183673469274e-02,1.403061224489795915e-02,1.243622448979591830e-02,2.168367346938775489e-02
2.920918367346938549e-01,1.913265306122448935e-03,1.594387755102040852e-03,9.566326530612244677e-04,2.869897959183673620e-03,4.837372448979591621e-01,5.644132653061224164e-02,1.594387755102040852e-02,2.104591836734693786e-02,1.234056122448979609e-01
7.334183673469388091e-03,6.696428571428571057e-03,3.507653061224489787e-03,4.464285714285714038e-03,1.179846938775510126e-02,9.330357142857143016e-01,1.817602040816326467e-02,3.507653061224489787e-03,5.102040816326530205e-03,6.377551020408163407e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.913265306122448935e-03,9.585459183673469274e-01,2.901785714285714385e-02,4.464285714285714038e-03,2.551020408163265103e-03,3.507653061224489787e-03
1.026785714285714246e-01,8.609693877551019559e-03,7.971938775510204259e-03,1.179846938775510126e-02,2.391581632653061104e-02,7.353316326530612290e-01,6.409438775510203912e-02,1.052295918367346893e-02,9.885204081632653628e-03,2.519132653061224511e-02
2.662627551020408379e-01,2.232142857142857019e-03,1.594387755102040852e-03,2.551020408163265103e-03,4.783163265306122555e-03,5.133928571428570953e-01,5.452806122448979748e-02,1.403061224489795915e-02,1.913265306122449022e-02,1.214923469387755167e-01
1.690051020408163407e-02,1.084183673469387744e-02,1.594387755102040852e-03,5.102040816326530205e-03,6.696428571428571057e-03,9.323979591836735192e-01,1.211734693877550978e-02,3.507653061224489787e-03,2.232142857142857019e-03,8.609693877551019559e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,9.630102040816326259e-01,2.614795918367347066e-02,3.826530612244897871e-03,2.869897959183673620e-03,3.826530612244897871e-03
1.029974489795918435e-01,6.377551020408163407e-03,3.188775510204081703e-03,1.147959183673469448e-02,2.869897959183673533e-02,7.235331632653061451e-01,7.621173469387755584e-02,1.084183673469387744e-02,1.052295918367346893e-02,2.614795918367347066e-02
2.289540816326530726e-01,2.869897959183673620e-03,2.232142857142857019e-03,4.145408163265306388e-03,5.739795918367347240e-03,5.621811224489795533e-01,5.070153061224489527e-02,1.403061224489795915e-02,1.626275510204081703e-02,1.128826530612244833e-01
1.721938775510203912e-02,6.377551020408163407e-03,3.826530612244897871e-03,4.464285714285714038e-03,9.247448979591836593e-03,9.311224489795918435e-01,1.179846938775510126e-02,2.232142857142857019e-03,3.826530612244897871e-03,9.885204081632653628e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.377551020408162756e-04,2.232142857142857019e-03,9.607780612244898322e-01,2.551020408163265363e-02,4.464285714285714038e-03,2.869897959183673620e-03,3.507653061224489787e-03
1.023596938775510196e-01,6.058673469387754890e-03,7.334183673469388091e-03,1.179846938775510126e-02,1.945153061224489874e-02,7.487244897959183243e-01,5.899234693877550978e-02,8.928571428571428076e-03,7.653061224489795741e-03,2.869897959183673533e-02
2.710459183673469274e-01,2.869897959183673620e-03,2.869897959183673620e-03,6.377551020408162756e-04,3.826530612244897871e-03,5.031887755102041337e-01,5.006377551020407823e-02,1.562500000000000000e-02,1.594387755102040852e-02,1.339285714285714246e-01
1.817602040816326467e-02,1.211734693877550978e-02,3.826530612244897871e-03,4.145408163265306388e-03,9.247448979591836593e-03,9.272959183673469274e-01,1.147959183673469448e-02,2.551020408163265103e-03,2.869897959183673620e-03,8.290816326530612776e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.559948979591836871e-01,3.029336734693877445e-02,3.826530612244897871e-03,2.551020408163265103e-03,7.334183673469388091e-03
1.183035714285714246e-01,5.102040816326530205e-03,2.551020408163265103e-03,7.971938775510204259e-03,1.913265306122449022e-02,7.238520408163264808e-01,6.313775510204081010e-02,1.052295918367346893e-02,1.084183673469387744e-02,3.858418367346938549e-02
2.506377551020408379e-01,2.232142857142857019e-03,3.188775510204081703e-03,1.275510204081632551e-03,4.145408163265306388e-03,5.481505102040816757e-01,3.954081632653061451e-02,1.211734693877550978e-02,1.913265306122449022e-02,1.195790816326530587e-01
1.977040816326530726e-02,7.653061224489795741e-03,7.015306122448979574e-03,5.420918367346938722e-03,1.403061224489795915e-02,9.209183673469387710e-01,8.928571428571428076e-03,3.826530612244897871e-03,9.566326530612244677e-04,1.147959183673469448e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.595025510204081565e-01,2.806122448979591830e-02,3.188775510204081703e-03,3.188775510204081703e-03,6.058673469387754890e-03
9.375000000000000000e-02,8.609693877551019559e-03,5.739795918367347240e-03,7.971938775510204259e-03,2.104591836734693786e-02,7.525510204081632404e-01,6.473214285714286309e-02,1.179846938775510126e-02,8.928571428571428076e-03,2.487244897959183659e-02
2.627551020408163129e-01,4.783163265306122555e-03,1.913265306122448935e-03,1.594387755102040852e-03,5.102040816326530205e-03,5.347576530612244694e-01,3.794642857142856845e-02,1.116071428571428596e-02,1.913265306122449022e-02,1.208545918367346927e-01
2.264030612244898044e-02,1.052295918367346893e-02,6.696428571428571057e-03,7.015306122448979574e-03,1.052295918367346893e-02,9.237882653061224580e-01,5.739795918367347240e-03,2.232142857142857019e-03,1.275510204081632551e-03,9.566326530612245110e-03
