2.786989795918367596e-01,3.730867346938775836e-02,1.339285714285714211e-02,3.348214285714285615e-02,1.913265306122448935e-03,6.696428571428571057e-03,5.293367346938775836e-02,6.377551020408162756e-04,3.188775510204081378e-04,2.232142857142857019e-03,4.464285714285714038e-03,3.826530612244897871e-03,3.252551020408163407e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,4.783163265306122555e-03,9.566326530612244677e-04,3.188775510204081378e-04,1.913265306122448935e-03,0.000000000000000000e+00,3.188775510204081703e-03,3.507653061224489527e-02,4.783163265306122208e-02,3.188775510204081703e-03,3.188775510204081378e-04,3.188775510204081703e-03,3.188775510204081378e-04,9.566326530612244677e-04,3.826530612244897871e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,4.049744897959183659e-02,6.377551020408163407e-03,3.507653061224489787e-03,3.188775510204081703e-03,0.000000000000000000e+00,1.594387755102040852e-03,3.475765306122449022e-02,8.928571428571428076e-03,1.913265306122448935e-03,4.145408163265305868e-02,7.334183673469388091e-03,3.954081632653061451e-02,2.359693877551020391e-01
2.420280612244898044e-01,2.423469387755101956e-02,9.247448979591836593e-03,2.327806122448979748e-02,4.145408163265306388e-03,6.058673469387754890e-03,3.093112244897959148e-02,3.188775510204081378e-04,6.377551020408162756e-04,2.869897959183673620e-03,5.420918367346938722e-03,2.869897959183673620e-03,2.742346938775510126e-02,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.145408163265306388e-03,6.377551020408162756e-04,0.000000000000000000e+00,4.145408163265306388e-03,9.566326530612244677e-04,3.826530612244897871e-03,2.551020408163265363e-02,3.698979591836734637e-02,1.594387755102040852e-03,1.913265306122448935e-03,2.551020408163265103e-03,6.377551020408162756e-04,1.594387755102040852e-03,3.507653061224489787e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.566326530612244677e-04,6.377551020408162756e-04,3.188775510204081378e-04,6.441326530612244416e-02,5.102040816326530205e-03,3.826530612244897871e-03,3.826530612244897871e-03,3.188775510204081378e-04,2.551020408163265103e-03,7.971938775510203912e-02,8.928571428571428076e-03,2.869897959183673620e-03,6.600765306122448328e-02,1.371173469387755063e-02,6.250000000000000000e-02,2.165178571428571508e-01
2.927295918367346927e-01,6.218112244897959495e-02,2.200255102040816341e-02,4.464285714285714385e-02,4.464285714285714038e-03,1.211734693877550978e-02,2.359693877551020252e-02,2.869897959183673620e-03,0.000000000000000000e+00,3.826530612244897871e-03,2.869897959183673620e-03,8.290816326530612776e-03,1.753826530612244763e-02,3.188775510204081378e-04,0.000000000000000000e+00,9.566326530612244677e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.551020408163265103e-03,9.566326530612244677e-04,0.000000000000000000e+00,3.188775510204081703e-03,9.566326530612244677e-04,2.869897959183673620e-03,1.626275510204081703e-02,3.954081632653061451e-02,5.102040816326530205e-03,6.377551020408162756e-04,2.551020408163265103e-03,0.000000000000000000e+00,6.377551020408162756e-04,6.377551020408162756e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.275510204081632551e-03,0.000000000000000000e+00,1.275510204081632551e-03,3.443877551020407823e-02,2.869897959183673620e-03,5.739795918367347240e-03,4.145408163265306388e-03,3.188775510204081378e-04,3.188775510204081378e-04,4.910714285714285615e-02,1.052295918367346893e-02,2.869897959183673620e-03,4.368622448979592177e-02,1.307397959183673533e-02,3.603316326530612429e-02,2.200255102040816202e-01
2.133290816326530726e-01,4.910714285714285615e-02,1.466836734693877618e-02,4.942602040816326814e-02,3.507653061224489787e-03,1.116071428571428596e-02,5.133928571428571230e-02,6.377551020408162756e-04,0.000000000000000000e+00,4.464285714285714038e-03,4.783163265306122555e-03,7.971938775510204259e-03,4.209183673469387571e-02,9.566326530612244677e-04,3.188775510204081378e-04,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.869897959183673620e-03,6.377551020408162756e-04,0.000000000000000000e+00,2.869897959183673620e-03,6.377551020408162756e-04,5.102040816326530205e-03,4.368622448979592177e-02,4.177295918367347066e-02,3.188775510204081703e-03,1.594387755102040852e-03,3.188775510204081703e-03,3.188775510204081378e-04,3.188775510204081378e-04,2.869897959183673620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.006377551020407823e-02,5.420918367346938722e-03,4.464285714285714038e-03,4.464285714285714038e-03,0.000000000000000000e+00,3.188775510204081378e-04,4.336734693877550978e-02,7.653061224489795741e-03,4.145408163265306388e-03,2.359693877551020252e-02,1.434948979591836767e-02,2.901785714285714385e-02,2.500000000000000000e-01
2.796556122448979331e-01,3.188775510204081703e-02,1.179846938775510126e-02,3.316326530612245110e-02,3.507653061224489787e-03,7.015306122448979574e-03,4.846938775510203912e-02,9.566326530612244677e-04,6.377551020408162756e-04,2.869897959183673620e-03,2.551020408163265103e-03,6.058673469387754890e-03,3.571428571428571230e-02,6.377551020408162756e-04,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,9.566326530612244677e-04,0.000000000000000000e+00,3.507653061224489787e-03,1.913265306122448935e-03,4.145408163265306388e-03,3.316326530612245110e-02,4.528061224489796088e-02,4.145408163265306388e-03,9.566326530612244677e-04,2.232142857142857019e-03,3.188775510204081378e-04,3.188775510204081378e-04,2.869897959183673620e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.566326530612244677e-04,0.000000000000000000e+00,3.188775510204081378e-04,4.687500000000000000e-02,6.058673469387754890e-03,2.869897959183673620e-03,6.058673469387754890e-03,0.000000000000000000e+00,1.275510204081632551e-03,4.177295918367347066e-02,5.420918367346938722e-03,2.869897959183673620e-03,3.667091836734694132e-02,9.885204081632653628e-03,3.922193877551020252e-02,2.315051020408163129e-01
2.072704081632653073e-01,3.220663265306122208e-02,1.275510204081632681e-02,2.200255102040816341e-02,2.869897959183673620e-03,7.015306122448979574e-03,3.061224489795918297e-02,6.377551020408162756e-04,0.000000000000000000e+00,4.464285714285714038e-03,4.783163265306122555e-03,3.826530612244897871e-03,3.443877551020407823e-02,3.188775510204081378e-04,3.188775510204081378e-04,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,6.377551020408162756e-04,0.000000000000000000e+00,2.869897959183673620e-03,3.188775510204081378e-04,3.188775510204081703e-03,2.582908163265306214e-02,3.890306122448979748e-02,3.826530612244897871e-03,1.594387755102040852e-03,1.275510204081632551e-03,3.188775510204081378e-04,0.000000000000000000e+00,2.869897959183673620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.377551020408162756e-04,3.188775510204081378e-04,7.493622448979592177e-02,5.420918367346938722e-03,4.783163265306122555e-03,4.145408163265306388e-03,6.377551020408162756e-04,9.566326530612244677e-04,7.589285714285713691e-02,9.566326530612245110e-03,2.869897959183673620e-03,7.621173469387755584e-02,1.498724489795918297e-02,6.026785714285714385e-02,2.197066326530612290e-01
2.841198979591836871e-01,6.313775510204081010e-02,2.742346938775510126e-02,4.496173469387754890e-02,2.551020408163265103e-03,1.179846938775510126e-02,2.806122448979591830e-02,3.188775510204081378e-04,0.000000000000000000e+00,4.783163265306122555e-03,1.594387755102040852e-03,3.826530612244897871e-03,2.487244897959183659e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,2.551020408163265103e-03,6.377551020408162756e-04,2.551020408163265103e-03,1.913265306122448935e-03,2.869897959183673620e-03,1.658163265306122555e-02,3.762755102040816341e-02,4.783163265306122555e-03,9.566326530612244677e-04,3.188775510204081703e-03,0.000000000000000000e+00,9.566326530612244677e-04,3.188775510204081703e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.275510204081632551e-03,0.000000000000000000e+00,9.566326530612244677e-04,3.762755102040816341e-02,4.464285714285714038e-03,3.507653061224489787e-03,4.145408163265306388e-03,3.188775510204081378e-04,0.000000000000000000e+00,4.017857142857143155e-02,1.020408163265306041e-02,3.507653061224489787e-03,5.357142857142856845e-02,1.371173469387755063e-02,4.081632653061224164e-02,2.069515306122448883e-01
1.996173469387755028e-01,4.400510204081632681e-02,1.275510204081632681e-02,4.113520408163265363e-02,5.102040816326530205e-03,1.275510204081632681e-02,4.751275510204081703e-02,9.566326530612244677e-04,3.188775510204081378e-04,6.377551020408163407e-03,3.507653061224489787e-03,6.058673469387754890e-03,4.559948979591836593e-02,1.275510204081632551e-03,9.566326530612244677e-04,6.377551020408162756e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,1.275510204081632551e-03,0.000000000000000000e+00,4.145408163265306388e-03,2.551020408163265103e-03,3.826530612244897871e-03,3.252551020408163407e-02,3.826530612244898044e-02,3.507653061224489787e-03,1.594387755102040852e-03,2.232142857142857019e-03,0.000000000000000000e+00,1.913265306122448935e-03,2.869897959183673620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.377551020408162756e-04,3.954081632653061451e-02,3.507653061224489787e-03,4.145408163265306388e-03,6.058673469387754890e-03,6.377551020408162756e-04,2.232142857142857019e-03,5.548469387755101956e-02,7.015306122448979574e-03,3.507653061224489787e-03,3.380102040816326814e-02,1.275510204081632681e-02,2.965561224489796088e-02,2.745535714285714524e-01
2.490433673469387710e-01,2.965561224489796088e-02,1.211734693877550978e-02,3.762755102040816341e-02,5.739795918367347240e-03,8.928571428571428076e-03,4.815051020408163407e-02,1.275510204081632551e-03,3.188775510204081378e-04,3.507653061224489787e-03,4.145408163265306388e-03,4.783163265306122555e-03,3.985969387755101956e-02,1.275510204081632551e-03,3.188775510204081378e-04,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081703e-03,6.377551020408162756e-04,3.188775510204081378e-04,2.869897959183673620e-03,6.377551020408162756e-04,4.145408163265306388e-03,4.081632653061224164e-02,5.070153061224489527e-02,3.507653061224489787e-03,6.377551020408162756e-04,1.594387755102040852e-03,6.377551020408162756e-04,1.275510204081632551e-03,2.869897959183673620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.325255102040816341e-02,3.507653061224489787e-03,3.188775510204081703e-03,3.507653061224489787e-03,0.000000000000000000e+00,2.551020408163265103e-03,4.304846938775510473e-02,6.377551020408163407e-03,2.232142857142857019e-03,4.591836734693877792e-02,7.971938775510204259e-03,3.539540816326530726e-02,2.321428571428571508e-01
2.662627551020408379e-01,2.806122448979591830e-02,1.052295918367346893e-02,2.487244897959183659e-02,3.188775510204081703e-03,5.739795918367347240e-03,3.380102040816326814e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.783163265306122555e-03,3.507653061224489787e-03,2.869897959183673620e-03,2.551020408163265363e-02,3.188775510204081378e-04,3.188775510204081378e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.464285714285714038e-03,9.566326530612244677e-04,3.188775510204081378e-04,2.869897959183673620e-03,6.377551020408162756e-04,3.826530612244897871e-03,2.519132653061224511e-02,3.922193877551020252e-02,3.188775510204081703e-03,6.377551020408162756e-04,2.232142857142857019e-03,9.566326530612244677e-04,3.188775510204081378e-04,1.913265306122448935e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,0.000000000000000000e+00,3.188775510204081378e-04,6.505102040816326814e-02,4.145408163265306388e-03,4.464285714285714038e-03,4.783163265306122555e-03,0.000000000000000000e+00,1.594387755102040852e-03,7.621173469387755584e-02,6.377551020408163407e-03,4.464285714285714038e-03,6.632653061224490221e-02,9.566326530612245110e-03,6.218112244897959495e-02,1.977040816326530726e-01
