1.434591447326933776e-03,1.977461342803883606e-03,2.455519123650428629e-03,4.470184332401378651e-04,4.203404199169175938e-04,2.775657835794919986e-04,1.739613661974108872e-03,2.135012199021464607e-03,2.558643525190280790e-03,9.074261075257867995e-04,6.881287749927879165e-04,4.897797724391621949e-04,1.663041262830090893e-03,2.106766912704761963e-03,2.572190841707627448e-03,9.836052511196812821e-04,7.972335261037117584e-04,5.897202159811032940e-04,1.498933875171953173e-03,1.979534914910040765e-03,2.456072843080590266e-03,5.732582125105332516e-04,4.678615874093847225e-04,3.448842029706521671e-04,2.049614871366122002e-03,2.450985114452466744e-03,2.837924385440454642e-03,1.104909686334319945e-03,9.020022410280466437e-04,6.754425222795565733e-04,1.654103792646515131e-03,2.119348484721259723e-03,2.561506772184854539e-03,9.683041472863556558e-04,7.878036568996243287e-04,5.681304945907637675e-04,2.849943268214294705e-03,2.180616828774851936e-03,2.301565047530303686e-03,1.153185545567910223e-03,4.586823126991190639e-04,3.730047100229986969e-04,2.749355905646286031e-03,2.806166440891226868e-03,2.987307639487397741e-03,8.387595222975087472e-04,7.232520500799351736e-04,5.570771086779752624e-04,2.131166952686235332e-03,2.496242318555791633e-03,2.878203750132935120e-03,1.132839791899125119e-03,8.958607143033268331e-04,6.425137072453082632e-04
2.075620409444341521e-03,2.181996164478863104e-03,2.537432051766485251e-03,1.200705726758908307e-03,7.364467065434777797e-04,5.486448683865257064e-04,1.732935185693739366e-03,1.954036955498731926e-03,2.354525510428087925e-03,9.882985914307952646e-04,5.292362550536387853e-04,3.368784707585358138e-04,2.090342006255545369e-03,2.166511370056566424e-03,2.572568769940038278e-03,6.624749523936973540e-04,4.987759435802067206e-04,4.145232862460797112e-04,2.277965455729617523e-03,1.903222519642085208e-03,2.252736205532805160e-03,1.211931866877133303e-03,2.604370751836257371e-04,1.424138834836610463e-04,3.678525971178835900e-03,2.283577200245870409e-03,2.120208438010885970e-03,6.162214304224024938e-04,2.354749945672688488e-04,2.063819847796199937e-04,2.143143079528566156e-03,2.257380940135484022e-03,2.501763648355799334e-03,8.429022086614501802e-04,5.283245216903229317e-04,3.570660335851980039e-04,1.342604336196121136e-03,1.687727088169288688e-03,2.190273849191093705e-03,6.180221744544275473e-04,3.693739662299286297e-04,3.923289712824407625e-04,3.440206448936648179e-03,2.113081010267885227e-03,2.044149746241804774e-03,7.551776483031120372e-04,4.449783875669232778e-04,4.445083669977664665e-04,3.027310192177458479e-03,2.332675187559138993e-03,2.319204014368770120e-03,1.039443062487152526e-03,6.076739087671961326e-04,6.301903243166002500e-04
1.913310243608458590e-03,2.303914621404120223e-03,2.685017573962531195e-03,9.277841673787819154e-04,7.414165337501724823e-04,5.180618368026883389e-04,2.642002062262815195e-03,3.026784258244570071e-03,3.291962285398304655e-03,6.466701487990171755e-04,5.701433041980186146e-04,4.631408204182697387e-04,2.095115580345200106e-03,2.393197403373687870e-03,2.776384289525925600e-03,9.917823831953930316e-04,8.398919430533354543e-04,6.363559972910283122e-04,1.532219384364732128e-03,2.050025317558639131e-03,2.499265501407539267e-03,5.610190926499616535e-04,4.772181264331348599e-04,3.306098201268467432e-04,1.722449691568709662e-03,2.210191008744333187e-03,2.621016604414704368e-03,7.134826317805417111e-04,6.142255438577112888e-04,4.632771943817703400e-04,3.033388019810608158e-03,3.202525190789535982e-03,3.368739882147103130e-03,1.055677431822735646e-03,8.681442854462704086e-04,6.449075579978653721e-04,1.112534453065707005e-03,1.696515666236687349e-03,2.269694685579783534e-03,5.044948466221141689e-05,4.757007113218182361e-05,3.860316422529542742e-05,1.386290570006239566e-03,1.927967007236329423e-03,2.439781611532357546e-03,5.277064062770993845e-04,4.614804435161131107e-04,3.333594256188606082e-04,2.436933955592995860e-03,2.670315288137958733e-03,2.951412804000533296e-03,1.059218830088197406e-03,8.556268614070732317e-04,6.399963501464012291e-04
1.209710766417435935e-03,1.778395938380192666e-03,2.393733697787999576e-03,1.250162050144888487e-04,1.139818745022420834e-04,1.345181683901771025e-04,1.134941540160000484e-03,1.700273882247161153e-03,2.287549339513094554e-03,1.689106738812875847e-04,1.212082450559214599e-04,1.205986229075053614e-04,1.038929388978385377e-03,1.623249947840619579e-03,2.220299626558561775e-03,1.713631509687661331e-05,1.715989865932941209e-05,1.801332100430228354e-05,2.181350814351401286e-03,2.627405688733976726e-03,2.991252147191486663e-03,9.025650627462436688e-04,7.855214143123829748e-04,6.070285565513943967e-04,1.958442418361677675e-03,2.264790296413894764e-03,2.679178515996088680e-03,9.769237817921696144e-04,8.004609574162974096e-04,6.006050979905558146e-04,1.149833371027575261e-03,1.701258762879074345e-03,2.293381060714622284e-03,2.160416353207251876e-04,9.837828014316785834e-05,8.168274508713135147e-05,1.631667774322205586e-03,2.123924733292007101e-03,2.563029511770310246e-03,7.039999192916294394e-04,5.938670268695961591e-04,4.280973064298156626e-04,2.592630332720177646e-03,2.813779766005703505e-03,3.066136499319374164e-03,1.130921334315748705e-03,9.170259599761500279e-04,6.785002076401822416e-04,1.137620710116647336e-03,1.706499040874294611e-03,2.297390983985798506e-03,6.670208502505936663e-05,6.640496439469545950e-05,6.902888396898968534e-05
1.495272972266855314e-03,2.034199391448661669e-03,2.491053656393568422e-03,4.704717733909102081e-04,4.413339470172242133e-04,2.840853948948040869e-04,1.444140174981882506e-03,1.938077620754184022e-03,2.448208427343346802e-03,6.802002522788370888e-04,5.572297069665763320e-04,4.028889451383011280e-04,1.564304066283093465e-03,2.027164319316762404e-03,2.530539409462904607e-03,8.492334008837846291e-04,6.929919002834352641e-04,5.128114469839011253e-04,1.599723907506599109e-03,2.044326157599326774e-03,2.513100370715949140e-03,6.240492110074894773e-04,5.193966875591778717e-04,3.767331862911186798e-04,2.185155516454947208e-03,2.542707302450149514e-03,2.920782650539037375e-03,1.108296832534202752e-03,9.084199816020322327e-04,6.771897987445374412e-04,1.924822384951000408e-03,2.327343257421076155e-03,2.725856614432269412e-03,1.106407138265225231e-03,9.052394552596707391e-04,6.670798900850126402e-04,3.037582830689896686e-03,2.193079043336173314e-03,2.260002391336075628e-03,1.116319762510297039e-03,4.291730469494837216e-04,3.459290444872519096e-04,2.741383375388909208e-03,2.808571685754910480e-03,2.982378046821295911e-03,8.097964322303242285e-04,6.999462096311265952e-04,5.386680310720993884e-04,2.262910123720335114e-03,2.588729414556546760e-03,2.958217223802235389e-03,1.113691226739070214e-03,8.927163221325056701e-04,6.334405738345269673e-04
2.462151829988836003e-03,2.286213111485213036e-03,2.559657486814624541e-03,1.222997054525392204e-03,7.334303321684710903e-04,5.812375111671639000e-04,2.191932177131321498e-03,2.053182293251361746e-03,2.315950072839594379e-03,1.211272385185973395e-03,5.304267431954500260e-04,3.593022959257453713e-04,1.638815829049198062e-03,1.894986294024546226e-03,2.389096448119438967e-03,4.661000370835003325e-04,2.722942009747461958e-04,2.225801243226574206e-04,2.227688703174322393e-03,1.899874207731989560e-03,2.274407251402136513e-03,1.161159912000935641e-03,2.530275586076229555e-04,1.271651936812640807e-04,3.845947813887118458e-03,2.311709542204680359e-03,2.100960754672239871e-03,1.803862426168983501e-04,1.920449550149576248e-04,2.035813510034345845e-04,2.155525178767759426e-03,2.114033550583402192e-03,2.404155992175565932e-03,1.090123768525888678e-03,5.260606699507137897e-04,3.881518072652938279e-04,1.381587034538618152e-03,1.777781431343320199e-03,2.307313993135384766e-03,4.938842972498653366e-04,2.296300831758622027e-04,1.675100311186679728e-04,3.433758723074137754e-03,2.192546810032348567e-03,2.214100638535428621e-03,5.523827634092211714e-04,1.470343376531462354e-04,2.375659273771528739e-04,3.542405175638228994e-03,2.456693122091595759e-03,2.273409282239864833e-03,6.331891744760135372e-04,2.876268357851522687e-04,4.258203842760840290e-04
1.984880545960820888e-03,2.364068781712639483e-03,2.731138524763573883e-03,9.144000290380783656e-04,7.387420608553063855e-04,5.230222286882331125e-04,2.391351534259311597e-03,2.806249383377169230e-03,3.123071517399020162e-03,7.852980390208436599e-04,6.944708739866474684e-04,5.417392219485502080e-04,1.862894954450076187e-03,2.170673072290490568e-03,2.609426847507723048e-03,8.608327038245195675e-04,6.893797916790863831e-04,5.198601764973702398e-04,1.399123927288171325e-03,1.932330189701155507e-03,2.422486272407781832e-03,4.563037195168825151e-04,3.878063850178884277e-04,2.655576095112335638e-04,1.810712938043768441e-03,2.284259299519854954e-03,2.685727643756609818e-03,7.876504214765700984e-04,6.804999533015806783e-04,5.103841956823954289e-04,2.877835789171764858e-03,3.097687439555574674e-03,3.311895334902684174e-03,1.157433307363254019e-03,9.442271739523247238e-04,6.897807654057140419e-04,1.109456166367472950e-03,1.691745934986771090e-03,2.266459122061862969e-03,1.356222542260944914e-05,1.438085405938438115e-05,1.495837211082699602e-05,1.392355409942901742e-03,1.921933311508294872e-03,2.439806102466215727e-03,5.604378960481331542e-04,4.854922487764584921e-04,3.589972515223608870e-04,2.465277587597967338e-03,2.688290425344000336e-03,2.961680279357412158e-03,1.067570477543581175e-03,8.487151741134684292e-04,6.324590062343862003e-04
1.202666092762450954e-03,1.775389788570957495e-03,2.396272022486072972e-03,1.379287917064864731e-04,1.252204813949633585e-04,1.525999993629355929e-04,1.096276185976690406e-03,1.663011927719524512e-03,2.249698429965057977e-03,1.632130366695752242e-04,1.072041571129097036e-04,1.056404900866881761e-04,1.052623341218150666e-03,1.635524185881205789e-03,2.238227155040434669e-03,2.975338165901551265e-05,2.824237525018403295e-05,3.492281218670785736e-05,1.571023009482176280e-03,2.094506201475990724e-03,2.601920185890866689e-03,6.946667082871521614e-04,6.295053812659062546e-04,4.883499286528557954e-04,1.426200314003597510e-03,1.820452354870778777e-03,2.360891736263621629e-03,4.804051968867210573e-04,1.909799314306344462e-04,1.565387106438963065e-04,1.082340451086980480e-03,1.656450728152744764e-03,2.258889229639795063e-03,8.430262758685677107e-05,5.556672897604035555e-05,5.655273613127049967e-05,2.085174225635670273e-03,2.516294730253069035e-03,2.866062640226372735e-03,8.657061768974089883e-04,7.451030836249571089e-04,5.704984488032636622e-04,2.728958556820273995e-03,2.965583170259276664e-03,3.208781900273011915e-03,1.149427705823229248e-03,9.433677543018953275e-04,6.889578181502337834e-04,1.160152983576789257e-03,1.714849082591052547e-03,2.320523152501456892e-03,8.169439367650328278e-05,7.171827560231933412e-05,7.121827644893420086e-05
1.483900023335407410e-03,2.022092212580987609e-03,2.481412151522435772e-03,4.934361627039650844e-04,4.584052669912104441e-04,2.949219260498721655e-04,1.362642385082810754e-03,1.887470780493269874e-03,2.409292935281110749e-03,6.003416490497354022e-04,5.086851059289414397e-04,3.680243157001744430e-04,1.530473157041744485e-03,2.007411395357364646e-03,2.514206706074249582e-03,7.994206002447034557e-04,6.598821777254394901e-04,4.823449274503635261e-04,1.574298110674917815e-03,2.013175489270991637e-03,2.484604271992025323e-03,6.061031755744488402e-04,4.922915425397039789e-04,3.602101268734324096e-04,2.186595059834633287e-03,2.555357533960086070e-03,2.922965149506910349e-03,1.114638529683323939e-03,9.091418052718549777e-04,6.766925534474816425e-04,1.866040118030927713e-03,2.283368384046654317e-03,2.692015560380786338e-03,1.082810669232349681e-03,8.886026647017006373e-04,6.563490209331776905e-04,3.010297399546906730e-03,2.185739864687992126e-03,2.255822851443064700e-03,1.121758881230845500e-03,4.164456080197667383e-04,3.256850735838832185e-04,2.704091411819859510e-03,2.774620411746857307e-03,2.962574248252219933e-03,8.195755075066285316e-04,7.133617946434748580e-04,5.488170909016929118e-04,2.345463523522492606e-03,2.653868347621486049e-03,2.988971564944481376e-03,1.131313105372895199e-03,9.109885117056006889e-04,6.561795486524720942e-04
3.133363597950675206e-03,2.468373337140472492e-03,2.548055283297051207e-03,1.024967404845655372e-03,6.750396750008064422e-04,6.107417849634708910e-04,1.981049716091956917e-03,1.914628736540610219e-03,2.273817653120313934e-03,1.128204643540927851e-03,3.604194009993762346e-04,1.820563366588003583e-04,1.791580574151460182e-03,1.945272741306131340e-03,2.398490294954125444e-03,5.489597183950637197e-04,2.918889622900083325e-04,2.118661018859319361e-04,2.734091439014486348e-03,2.007202220485142762e-03,2.256165477568419786e-03,1.143352715007538243e-03,2.515786269959140870e-04,1.475129496696804120e-04,3.722480209404022133e-03,2.345929244821869011e-03,2.098053091970268104e-03,5.680595472003951204e-04,2.461577655854693095e-04,2.674273060761681942e-04,2.028161898287578983e-03,2.239299138844851132e-03,2.545646505076060769e-03,9.021263110985350102e-04,6.073608134651284135e-04,4.192000521603334506e-04,1.645493967567531780e-03,1.861503609871879589e-03,2.287787036755995276e-03,7.727521103599869134e-04,4.968324243836723039e-04,4.778323818111355798e-04,3.506843455189663245e-03,2.085353430301141800e-03,1.973314595302630859e-03,7.639278329007376028e-04,4.652441329595799978e-04,4.244313301440531165e-04,2.654437858055610014e-03,2.156980996189687347e-03,2.249304099457392122e-03,1.189243026628557633e-03,5.944169181518068170e-04,5.925468511882446727e-04
